timestamp,index,axis,value
2025-09-24T12:15:40.876927,7,Axis #5,-2.366721639399886
2025-09-24T12:15:40.876934,7,Axis #7,-1.921059358475893
2025-09-24T12:15:40.876939,8,Axis #4,-1.801759697864334
2025-09-24T12:15:40.876945,8,Axis #5,-1.8620060688089342
2025-09-24T12:15:40.876951,9,Axis #2,-9.96840838926419
2025-09-24T12:15:40.876957,10,Axis #3,-7.704881395937883
2025-09-24T12:15:40.876963,11,Axis #1,-1.9732338298641934
2025-09-24T12:15:40.876969,11,Axis #4,-1.2301849885090759
2025-09-24T12:15:40.876976,12,Axis #2,-7.584536276322837
2025-09-24T12:15:40.876981,12,Axis #4,-0.20083652211333503
2025-09-24T12:15:40.876987,12,Axis #5,-1.2686513826552108
2025-09-24T12:15:40.876994,14,Axis #1,-0.730266178853423
2025-09-24T12:15:40.877000,14,Axis #4,-5.391036781421973
2025-09-24T12:15:40.877005,15,Axis #3,-0.23816060048432774
2025-09-24T12:15:47.178853,0,Axis #1,-1.9571079092833576
2025-09-24T12:15:47.178877,0,Axis #2,-0.011239178819078433
2025-09-24T12:15:47.178885,0,Axis #3,-10.007517495677693
2025-09-24T12:15:47.178892,0,Axis #4,-3.7122090751256875
2025-09-24T12:15:47.178899,0,Axis #6,-2.2287214532647903
2025-09-24T12:15:47.178922,1,Axis #2,-0.2107668723197369
2025-09-24T12:15:47.178928,2,Axis #1,-0.07451755276620498
2025-09-24T12:15:47.178956,2,Axis #3,-9.929252056391757
2025-09-24T12:15:47.178962,3,Axis #3,-3.512935828113192
2025-09-24T12:15:47.178968,4,Axis #5,-4.8511718776240365
2025-09-24T12:15:47.178974,5,Axis #4,-0.482402412038601
2025-09-24T12:15:47.178980,6,Axis #1,-0.12488527679221129
2025-09-24T12:15:47.178986,7,Axis #1,-0.6894248121455573
2025-09-24T12:15:47.178993,7,Axis #4,-0.06103734256812343
2025-09-24T12:15:47.178998,7,Axis #5,-2.366721639399886
2025-09-24T12:15:47.179021,7,Axis #7,-1.921059358475893
2025-09-24T12:15:47.179049,8,Axis #4,-1.801759697864334
2025-09-24T12:15:47.179055,8,Axis #5,-1.8620060688089342
2025-09-24T12:15:47.179061,9,Axis #2,-9.96840838926419
2025-09-24T12:15:47.179067,10,Axis #3,-7.704881395937883
2025-09-24T12:15:47.179073,11,Axis #1,-1.9732338298641934
2025-09-24T12:15:47.179079,11,Axis #4,-1.2301849885090759
2025-09-24T12:15:47.179101,12,Axis #2,-7.584536276322837
2025-09-24T12:15:47.179106,12,Axis #4,-0.20083652211333503
2025-09-24T12:15:47.179134,12,Axis #5,-1.2686513826552108
2025-09-24T12:15:47.179141,14,Axis #1,-0.730266178853423
2025-09-24T12:15:47.179147,14,Axis #4,-5.391036781421973
2025-09-24T12:15:47.179153,15,Axis #3,-0.23816060048432774
2025-09-24T12:15:47.179159,16,Axis #5,-4.10686531488575
2025-09-24T12:15:53.776743,0,Axis #1,-1.9571079092833576
2025-09-24T12:15:53.776767,0,Axis #2,-0.011239178819078433
2025-09-24T12:15:53.776777,0,Axis #3,-10.007517495677693
2025-09-24T12:15:53.776784,0,Axis #4,-3.7122090751256875
2025-09-24T12:15:53.776791,0,Axis #6,-2.2287214532647903
2025-09-24T12:15:53.776797,1,Axis #2,-0.2107668723197369
2025-09-24T12:15:53.776804,2,Axis #1,-0.07451755276620498
2025-09-24T12:15:53.776810,2,Axis #3,-9.929252056391757
2025-09-24T12:15:53.776817,3,Axis #3,-3.512935828113192
2025-09-24T12:15:53.776823,4,Axis #5,-4.8511718776240365
2025-09-24T12:15:53.776830,5,Axis #4,-0.482402412038601
2025-09-24T12:15:53.776836,6,Axis #1,-0.12488527679221129
2025-09-24T12:15:53.776842,7,Axis #1,-0.6894248121455573
2025-09-24T12:15:53.776848,7,Axis #4,-0.06103734256812343
2025-09-24T12:15:53.776854,7,Axis #5,-2.366721639399886
2025-09-24T12:15:53.776860,7,Axis #7,-1.921059358475893
2025-09-24T12:15:53.776866,8,Axis #4,-1.801759697864334
2025-09-24T12:15:53.776872,8,Axis #5,-1.8620060688089342
2025-09-24T12:15:53.776878,9,Axis #2,-9.96840838926419
2025-09-24T12:15:53.776884,10,Axis #3,-7.704881395937883
2025-09-24T12:15:53.776890,11,Axis #1,-1.9732338298641934
2025-09-24T12:15:53.776897,11,Axis #4,-1.2301849885090759
2025-09-24T12:15:53.776903,12,Axis #2,-7.584536276322837
2025-09-24T12:15:53.776909,12,Axis #4,-0.20083652211333503
2025-09-24T12:15:53.776915,12,Axis #5,-1.2686513826552108
2025-09-24T12:15:53.776922,14,Axis #1,-0.730266178853423
2025-09-24T12:15:53.776928,14,Axis #4,-5.391036781421973
2025-09-24T12:15:53.776934,15,Axis #3,-0.23816060048432774
2025-09-24T12:15:53.776940,16,Axis #5,-4.10686531488575
2025-09-24T12:15:53.776946,17,Axis #1,-3.1777443534601333
2025-09-24T12:16:00.503401,0,Axis #1,-1.9571079092833576
2025-09-24T12:16:00.503420,0,Axis #2,-0.011239178819078433
2025-09-24T12:16:00.503429,0,Axis #3,-10.007517495677693
2025-09-24T12:16:00.503436,0,Axis #4,-3.7122090751256875
2025-09-24T12:16:00.503442,0,Axis #6,-2.2287214532647903
2025-09-24T12:16:00.503448,1,Axis #2,-0.2107668723197369
2025-09-24T12:16:00.503454,2,Axis #1,-0.07451755276620498
2025-09-24T12:16:00.503460,2,Axis #3,-9.929252056391757
2025-09-24T12:16:00.503466,3,Axis #3,-3.512935828113192
2025-09-24T12:16:00.503471,4,Axis #5,-4.8511718776240365
2025-09-24T12:16:00.503477,5,Axis #4,-0.482402412038601
2025-09-24T12:16:00.503483,6,Axis #1,-0.12488527679221129
2025-09-24T12:16:00.503488,7,Axis #1,-0.6894248121455573
2025-09-24T12:16:00.503494,7,Axis #4,-0.06103734256812343
2025-09-24T12:16:00.503500,7,Axis #5,-2.366721639399886
2025-09-24T12:16:00.503505,7,Axis #7,-1.921059358475893
2025-09-24T12:16:00.503511,8,Axis #4,-1.801759697864334
2025-09-24T12:16:00.503517,8,Axis #5,-1.8620060688089342
2025-09-24T12:16:00.503522,9,Axis #2,-9.96840838926419
2025-09-24T12:16:00.503528,10,Axis #3,-7.704881395937883
2025-09-24T12:16:00.503533,11,Axis #1,-1.9732338298641934
2025-09-24T12:16:00.503539,11,Axis #4,-1.2301849885090759
2025-09-24T12:16:00.503544,12,Axis #2,-7.584536276322837
2025-09-24T12:16:00.503549,12,Axis #4,-0.20083652211333503
2025-09-24T12:16:00.503555,12,Axis #5,-1.2686513826552108
2025-09-24T12:16:00.503561,14,Axis #1,-0.730266178853423
2025-09-24T12:16:00.503566,14,Axis #4,-5.391036781421973
2025-09-24T12:16:00.503572,15,Axis #3,-0.23816060048432774
2025-09-24T12:16:00.503577,16,Axis #5,-4.10686531488575
2025-09-24T12:16:00.503583,17,Axis #1,-3.1777443534601333
2025-09-24T12:16:00.503588,18,Axis #4,-0.04523978869550316
2025-09-24T12:16:00.503594,18,Axis #5,-0.4658527856120438
2025-09-24T12:16:00.503600,18,Axis #6,-0.13154683497809572
2025-09-24T12:16:08.266441,0,Axis #1,-1.9571079092833576
2025-09-24T12:16:08.266465,0,Axis #2,-0.011239178819078433
2025-09-24T12:16:08.266475,0,Axis #3,-10.007517495677693
2025-09-24T12:16:08.266483,0,Axis #4,-3.7122090751256875
2025-09-24T12:16:08.266489,0,Axis #6,-2.2287214532647903
2025-09-24T12:16:08.266496,1,Axis #2,-0.2107668723197369
2025-09-24T12:16:08.266502,2,Axis #1,-0.07451755276620498
2025-09-24T12:16:08.266508,2,Axis #3,-9.929252056391757
2025-09-24T12:16:08.266515,3,Axis #3,-3.512935828113192
2025-09-24T12:16:08.266522,4,Axis #5,-4.8511718776240365
2025-09-24T12:16:08.266528,5,Axis #4,-0.482402412038601
2025-09-24T12:16:08.266534,6,Axis #1,-0.12488527679221129
2025-09-24T12:16:08.266540,7,Axis #1,-0.6894248121455573
2025-09-24T12:16:08.266546,7,Axis #4,-0.06103734256812343
2025-09-24T12:16:08.266552,7,Axis #5,-2.366721639399886
2025-09-24T12:16:08.266558,7,Axis #7,-1.921059358475893
2025-09-24T12:16:08.266564,8,Axis #4,-1.801759697864334
2025-09-24T12:16:08.266570,8,Axis #5,-1.8620060688089342
2025-09-24T12:16:08.266577,9,Axis #2,-9.96840838926419
2025-09-24T12:16:08.266583,10,Axis #3,-7.704881395937883
2025-09-24T12:16:08.266589,11,Axis #1,-1.9732338298641934
2025-09-24T12:16:08.266595,11,Axis #4,-1.2301849885090759
2025-09-24T12:16:08.266600,12,Axis #2,-7.584536276322837
2025-09-24T12:16:08.266606,12,Axis #4,-0.20083652211333503
2025-09-24T12:16:08.266612,12,Axis #5,-1.2686513826552108
2025-09-24T12:16:08.266619,14,Axis #1,-0.730266178853423
2025-09-24T12:16:08.266625,14,Axis #4,-5.391036781421973
2025-09-24T12:16:08.266631,15,Axis #3,-0.23816060048432774
2025-09-24T12:16:08.266637,16,Axis #5,-4.10686531488575
2025-09-24T12:16:08.266643,17,Axis #1,-3.1777443534601333
2025-09-24T12:16:08.266649,18,Axis #4,-0.04523978869550316
2025-09-24T12:16:08.266655,18,Axis #5,-0.4658527856120438
2025-09-24T12:16:08.266661,18,Axis #6,-0.13154683497809572
2025-09-24T12:16:16.595100,0,Axis #1,-1.9571079092833576
2025-09-24T12:16:16.595122,0,Axis #2,-0.011239178819078433
2025-09-24T12:16:16.595133,0,Axis #3,-10.007517495677693
2025-09-24T12:16:16.595141,0,Axis #4,-3.7122090751256875
2025-09-24T12:16:16.595149,0,Axis #6,-2.2287214532647903
2025-09-24T12:16:16.595157,1,Axis #2,-0.2107668723197369
2025-09-24T12:16:16.595164,2,Axis #1,-0.07451755276620498
2025-09-24T12:16:16.595172,2,Axis #3,-9.929252056391757
2025-09-24T12:16:16.595180,3,Axis #3,-3.512935828113192
2025-09-24T12:16:16.595187,4,Axis #5,-4.8511718776240365
2025-09-24T12:16:16.595194,5,Axis #4,-0.482402412038601
2025-09-24T12:16:16.595201,6,Axis #1,-0.12488527679221129
2025-09-24T12:16:16.595208,7,Axis #1,-0.6894248121455573
2025-09-24T12:16:16.595214,7,Axis #4,-0.06103734256812343
2025-09-24T12:16:16.595221,7,Axis #5,-2.366721639399886
2025-09-24T12:16:16.595227,7,Axis #7,-1.921059358475893
2025-09-24T12:16:16.595233,8,Axis #4,-1.801759697864334
2025-09-24T12:16:16.595240,8,Axis #5,-1.8620060688089342
2025-09-24T12:16:16.595246,9,Axis #2,-9.96840838926419
2025-09-24T12:16:16.595252,10,Axis #3,-7.704881395937883
2025-09-24T12:16:16.595258,11,Axis #1,-1.9732338298641934
2025-09-24T12:16:16.595264,11,Axis #4,-1.2301849885090759
2025-09-24T12:16:16.595270,12,Axis #2,-7.584536276322837
2025-09-24T12:16:16.595276,12,Axis #4,-0.20083652211333503
2025-09-24T12:16:16.595282,12,Axis #5,-1.2686513826552108
2025-09-24T12:16:16.595289,14,Axis #1,-0.730266178853423
2025-09-24T12:16:16.595295,14,Axis #4,-5.391036781421973
2025-09-24T12:16:16.595301,15,Axis #3,-0.23816060048432774
2025-09-24T12:16:16.595307,16,Axis #5,-4.10686531488575
